id,title,normative,old_priority,new_priority,edition,strategy,phase,release_gate,acceptance_v12
INT-009,Integrate HR systems for employee lifecycle/context with purpose limitations,The platform shall integrate HR systems for employee lifecycle/context with purpose limitations.,MUST,COULD,Connect,ADAPT,6,Connect GA,
INT-010,Integrate SIEM platforms using API/webhook/syslog/connector patterns,The platform shall integrate SIEM platforms using API/webhook/syslog/connector patterns.,MUST,COULD,Connect,ADAPT,6,Connect GA,
INT-011,Integrate SOAR platforms for approved response workflows,The platform shall integrate SOAR platforms for approved response workflows.,MUST,COULD,Connect,ADAPT,6,Connect GA,
INT-012,Integrate DLP platforms to exchange policy/risk/event context,The platform shall integrate DLP platforms to exchange policy/risk/event context.,MUST,COULD,Connect,ADAPT,6,Connect GA,
INT-013,Integrate IAM/Conditional Access systems for adaptive restrictions when explicitly enabled,The platform shall integrate IAM/Conditional Access systems for adaptive restrictions when explicitly enabled.,MUST,COULD,Connect,ADAPT,6,Connect GA,
INT-014,Integrate ticketing/case systems such as ServiceNow/Jira through configurable connectors,The platform shall integrate ticketing/case systems such as ServiceNow/Jira through configurable connectors.,MUST,COULD,Connect,ADAPT,6,Connect GA,
INT-015,Integrate directory services through AD/LDAP/Entra/SCIM,The platform shall integrate directory services through AD/LDAP/Entra/SCIM.,MUST,COULD,Connect,ADAPT,6,Connect GA,
INT-016,Integrate MDM/device management systems for deployment and device state,The platform shall integrate MDM/device management systems for deployment and device state.,MUST,COULD,Connect,ADAPT,6,Connect GA,
INT-017,Integrate approved threat-intelligence/domain reputation sources,The platform shall integrate approved threat-intelligence/domain reputation sources.,MUST,COULD,Connect,ADAPT,6,Connect GA,
INT-018,Provide customer-controlled data export to object storage/lakehouse in normalized schema,The platform shall provide customer-controlled data export to object storage/lakehouse in normalized schema.,MUST,COULD,Connect,ADAPT,6,Connect GA,
INT-019,Provide MCP server/tool interface for approved AI investigation clients with strict authorization and redaction,The platform shall provide MCP server/tool interface for approved AI investigation clients with strict authorization and redaction.,MUST,COULD,Connect,ADAPT,6,Connect GA,
INT-020,Allow Bring Your Own LLM endpoints for investigation summarization/analysis through controlled AI gateway,The platform shall allow Bring Your Own LLM endpoints for investigation summarization/analysis through controlled AI gateway.,MUST,COULD,Connect,ADAPT,6,Connect GA,
INT-021,"Provide integration secret vault, rotation and connection health monitoring","The platform shall provide integration secret vault, rotation and connection health monitoring.",MUST,COULD,Connect,ADAPT,6,Connect GA,
INT-022,Provide per-integration data-flow inventory showing fields imported/exported and purpose,The platform shall provide per-integration data-flow inventory showing fields imported/exported and purpose.,MUST,COULD,Connect,ADAPT,6,Connect GA,
INT-023,Provide connector retry/dead-letter handling and reconciliation reports,The platform shall provide connector retry/dead-letter handling and reconciliation reports.,MUST,COULD,Connect,ADAPT,6,Connect GA,
INT-024,Provide test/sandbox connection validation before enabling production data flow,The platform shall provide test/sandbox connection validation before enabling production data flow.,MUST,COULD,Connect,ADAPT,6,Connect GA,
INT-025,"Maintain audit records for integration changes, data exports and automated actions","The platform shall maintain audit records for integration changes, data exports and automated actions.",MUST,COULD,Connect,ADAPT,6,Connect GA,
AI-001,AI as assistive layer,"The platform shall use AI/LLMs as an assistive explanation, search and summarization layer and shall not treat generative model output alone as proof of wrongdoing.",MUST,SHOULD,AI Copilot,SURPASS,7,AI Copilot GA,
AI-002,"Provide model registry with model name, version, owner, purpose, training/validation metadata and deployment status","The platform shall provide model registry with model name, version, owner, purpose, training/validation metadata and deployment status.",MUST,COULD,AI Copilot,ADAPT,7,AI Copilot GA,
AI-003,"Provide feature/signal registry documenting input provenance, semantics and allowed use","The platform shall provide feature/signal registry documenting input provenance, semantics and allowed use.",MUST,COULD,AI Copilot,ADAPT,7,AI Copilot GA,
AI-004,Provide anomaly models for behavioral deviation with calibrated confidence,The platform shall provide anomaly models for behavioral deviation with calibrated confidence.,MUST,COULD,AI Copilot,ADAPT,7,AI Copilot GA,
AI-005,Provide language/sentiment models only for authorized content and expose uncertainty,The platform shall provide language/sentiment models only for authorized content and expose uncertainty.,MUST,COULD,AI Copilot,ADAPT,7,AI Copilot GA,
AI-006,Provide PII/PHI/sensitive-data classification models with confidence and classifier version,The platform shall provide PII/PHI/sensitive-data classification models with confidence and classifier version.,MUST,COULD,AI Copilot,ADAPT,7,AI Copilot GA,
AI-007,Provide GenAI-assisted risk explanation grounded in structured risk factors/events,The platform shall provide GenAI-assisted risk explanation grounded in structured risk factors/events.,MUST,COULD,AI Copilot,ADAPT,7,AI Copilot GA,
AI-008,Provide investigation copilot that cites event IDs/evidence and distinguishes fact from inference,The platform shall provide investigation copilot that cites event IDs/evidence and distinguishes fact from inference.,MUST,COULD,AI Copilot,ADAPT,7,AI Copilot GA,
AI-009,Provide natural-language-to-query generation with preview of resulting filters before execution for sensitive searches,The platform shall provide natural-language-to-query generation with preview of resulting filters before execution for sensitive searches.,MUST,COULD,AI Copilot,ADAPT,7,AI Copilot GA,
AI-010,Provide BYO-LLM support through isolated connectors and configurable zero-retention/no-training terms where provider supports them,The platform shall provide BYO-LLM support through isolated connectors and configurable zero-retention/no-training terms where provider supports them.,MUST,COULD,AI Copilot,ADAPT,7,AI Copilot GA,
AI-011,Provide self-hosted model option for deployments requiring on-prem/private AI,The platform shall provide self-hosted model option for deployments requiring on-prem/private AI.,MUST,COULD,AI Copilot,ADAPT,7,AI Copilot GA,
AI-012,Provide retrieval-augmented generation over authorized case/tenant data only,The platform shall provide retrieval-augmented generation over authorized case/tenant data only.,MUST,COULD,AI Copilot,ADAPT,7,AI Copilot GA,
AI-013,"Prevent cross-tenant retrieval, prompt context or model fine-tuning by default","The platform shall prevent cross-tenant retrieval, prompt context or model fine-tuning by default.",MUST,COULD,AI Copilot,ADAPT,7,AI Copilot GA,
AI-014,Provide prompt/output logging with configurable redaction and restricted access for audit,The platform shall provide prompt/output logging with configurable redaction and restricted access for audit.,MUST,COULD,AI Copilot,ADAPT,7,AI Copilot GA,
AI-015,Provide human feedback labels for useful/incorrect AI output without silently modifying risk scores,The platform shall provide human feedback labels for useful/incorrect AI output without silently modifying risk scores.,MUST,COULD,AI Copilot,ADAPT,7,AI Copilot GA,
AI-016,"Provide model quality metrics including drift, precision/recall where labels exist, calibration and error analysis","The platform shall provide model quality metrics including drift, precision/recall where labels exist, calibration and error analysis.",MUST,COULD,AI Copilot,ADAPT,7,AI Copilot GA,
AI-017,Provide fairness/consistency monitoring for risk model outcomes using legally appropriate non-sensitive operational analysis,The platform shall provide fairness/consistency monitoring for risk model outcomes using legally appropriate non-sensitive operational analysis.,MUST,COULD,AI Copilot,ADAPT,7,AI Copilot GA,
AI-018,Provide kill switch/rollback for AI models independently of core deterministic monitoring,The platform shall provide kill switch/rollback for AI models independently of core deterministic monitoring.,MUST,COULD,AI Copilot,ADAPT,7,AI Copilot GA,
AI-019,"Provide AI usage governance catalog for sanctioned, unsanctioned and restricted enterprise AI tools","The platform shall provide AI usage governance catalog for sanctioned, unsanctioned and restricted enterprise AI tools.",MUST,COULD,AI Copilot,ADAPT,7,AI Copilot GA,
AI-020,Detect sensitive-data interaction with public GenAI destinations using metadata/DLP signals where technically supported,The platform shall detect sensitive-data interaction with public GenAI destinations using metadata/DLP signals where technically supported.,MUST,COULD,AI Copilot,ADAPT,7,AI Copilot GA,
PRIV-001,Privacy-first defaults,"The platform shall default to metadata-first monitoring with raw keystrokes, message bodies, continuous screen video, microphone/camera and precise GPS disabled.",MUST,MUST,Visibility,SURPASS,0,Visibility GA,
PRIV-002,Purpose limitation,"Every monitoring policy shall declare business purpose, data categories, population, owner, legal basis/authorization reference, retention and expiry/review date.",MUST,MUST,Visibility,SURPASS,0,Visibility GA,
PRIV-003,Provide Privacy Impact Preview before publishing policies that increase observation level,The platform shall provide Privacy Impact Preview before publishing policies that increase observation level.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PRIV-004,Provide Do Not Record rules and verify them with policy test mode,The platform shall provide Do Not Record rules and verify them with policy test mode.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PRIV-005,Provide field-level redaction and masking for sensitive metadata/content,The platform shall provide field-level redaction and masking for sensitive metadata/content.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PRIV-006,Provide role-based reveal of redacted content with step-up authentication and audit,The platform shall provide role-based reveal of redacted content with step-up authentication and audit.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PRIV-007,Provide pseudonymized/anonymized analyst mode for initial risk triage where practical,The platform shall provide pseudonymized/anonymized analyst mode for initial risk triage where practical.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PRIV-008,Provide minimum cohort size for team/productivity comparisons,The platform shall provide minimum cohort size for team/productivity comparisons.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PRIV-009,"Provide data-retention policy by event type, evidence type, case/legal-hold status and jurisdiction","The platform shall provide data-retention policy by event type, evidence type, case/legal-hold status and jurisdiction.",MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PRIV-010,Provide automatic purge with tamper-evident purge log when retention expires,The platform shall provide automatic purge with tamper-evident purge log when retention expires.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PRIV-011,Provide legal hold workflow that freezes selected governed data,The platform shall provide legal hold workflow that freezes selected governed data.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PRIV-012,Provide region/data-residency assignment per tenant and prevent unintended cross-region storage,The platform shall provide region/data-residency assignment per tenant and prevent unintended cross-region storage.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PRIV-013,Provide customer-managed or tenant-specific encryption-key options for enterprise editions,The platform shall provide customer-managed or tenant-specific encryption-key options for enterprise editions.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PRIV-014,"Provide Data Processing Inventory listing telemetry source, fields, purpose, storage, retention and recipients","The platform shall provide Data Processing Inventory listing telemetry source, fields, purpose, storage, retention and recipients.",MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PRIV-015,Provide Employee Transparency Center describing what categories are monitored for the user where organizational policy allows disclosure,The platform shall provide Employee Transparency Center describing what categories are monitored for the user where organizational policy allows disclosure.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PRIV-016,Provide policy-specific user notice/acknowledgement capability,The platform shall provide policy-specific user notice/acknowledgement capability.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PRIV-017,Provide subject-access/export tooling for privacy teams subject to legal/security exceptions,The platform shall provide subject-access/export tooling for privacy teams subject to legal/security exceptions.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PRIV-018,Provide deletion/anonymization workflow when legally permissible and no hold overrides it,The platform shall provide deletion/anonymization workflow when legally permissible and no hold overrides it.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PRIV-019,Provide privacy-safe analytics that favor aggregates over raw evidence for management use,The platform shall provide privacy-safe analytics that favor aggregates over raw evidence for management use.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PRIV-020,"Prevent managers from accessing message bodies, keystrokes or screenshots through productivity screens by default","The platform shall prevent managers from accessing message bodies, keystrokes or screenshots through productivity screens by default.",MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PRIV-021,Provide jurisdiction configuration and policy restrictions for prohibited/limited collection types,The platform shall provide jurisdiction configuration and policy restrictions for prohibited/limited collection types.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PRIV-022,Provide dual authorization for Level 3 Focused Evidence and other high-intrusion collection,The platform shall provide dual authorization for Level 3 Focused Evidence and other high-intrusion collection.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PRIV-023,Provide automatic expiry/reversion for focused monitoring,The platform shall provide automatic expiry/reversion for focused monitoring.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PRIV-024,"Provide a dedicated privacy officer dashboard for high-intrusion policies, evidence reveals, exceptions and retention","The platform shall provide a dedicated privacy officer dashboard for high-intrusion policies, evidence reveals, exceptions and retention.",MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PRIV-025,Provide immutable audit of administrator access to monitored employee information,The platform shall provide immutable audit of administrator access to monitored employee information.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PRIV-026,"Provide data export governance including purpose, recipient, expiry and watermark/manifest where appropriate","The platform shall provide data export governance including purpose, recipient, expiry and watermark/manifest where appropriate.",MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PRIV-027,Provide detection of policy overreach such as monitoring population expansion beyond approved scope,The platform shall provide detection of policy overreach such as monitoring population expansion beyond approved scope.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PRIV-028,Provide privacy-safe incident demos using synthetic data rather than real employee content,The platform shall provide privacy-safe incident demos using synthetic data rather than real employee content.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PRIV-029,Provide documented ethical-use policy and product guardrails prohibiting covert consumer/partner surveillance use,The platform shall provide documented ethical-use policy and product guardrails prohibiting covert consumer/partner surveillance use.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PRIV-030,"Provide privacy and security controls for AI prompts, RAG context and generated investigation summaries","The platform shall provide privacy and security controls for AI prompts, RAG context and generated investigation summaries.",MUST,MUST,Visibility,ADAPT,0,Visibility GA,
DATA-001,Normalized event envelope,"All telemetry shall use a versioned normalized event envelope containing event ID, tenant, event type/schema version, event and ingest time, user/identity, device/agent, source, policy context, classification, correlation IDs, provenance and typed payload.",MUST,MUST,Visibility,SURPASS,0,Visibility GA,
DATA-002,Use globally unique immutable event identifiers and deterministic deduplication keys,The platform shall use globally unique immutable event identifiers and deterministic deduplication keys.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
DATA-003,Preserve source event identifiers where available for reconciliation,The platform shall preserve source event identifiers where available for reconciliation.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
DATA-004,Normalize timestamps to UTC while preserving source timezone/offset,The platform shall normalize timestamps to UTC while preserving source timezone/offset.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
DATA-005,Version every event schema and maintain backward-compatible readers/migrations,The platform shall version every event schema and maintain backward-compatible readers/migrations.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
DATA-006,"Provide event taxonomy registry with ownership, sensitivity, retention and supported collectors","The platform shall provide event taxonomy registry with ownership, sensitivity, retention and supported collectors.",MUST,MUST,Visibility,ADAPT,0,Visibility GA,
DATA-007,Use asynchronous high-throughput ingestion separate from transactional application requests,The platform shall use asynchronous high-throughput ingestion separate from transactional application requests.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
DATA-008,"Validate authentication, schema, tenant ownership and size limits at ingestion","The platform shall validate authentication, schema, tenant ownership and size limits at ingestion.",MUST,MUST,Visibility,ADAPT,0,Visibility GA,
DATA-009,Route invalid/unprocessable events to dead-letter workflows with metrics and safe replay,The platform shall route invalid/unprocessable events to dead-letter workflows with metrics and safe replay.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
DATA-010,"Enrich events with organization, identity, application/domain taxonomy and policy context asynchronously","The platform shall enrich events with organization, identity, application/domain taxonomy and policy context asynchronously.",MUST,MUST,Visibility,ADAPT,0,Visibility GA,
DATA-011,Support ordered partitioning/correlation keys where sequence reconstruction requires it,The platform shall support ordered partitioning/correlation keys where sequence reconstruction requires it.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
DATA-012,Store transactional control-plane data in a relational database appropriate for consistency,The platform shall store transactional control-plane data in a relational database appropriate for consistency.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
DATA-013,Store high-volume telemetry in a columnar/analytical event store designed for time-range aggregation,The platform shall store high-volume telemetry in a columnar/analytical event store designed for time-range aggregation.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
DATA-014,Store full-text/OCR investigation indexes in a dedicated search engine,The platform shall store full-text/OCR investigation indexes in a dedicated search engine.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
DATA-015,Store screenshots/evidence in encrypted object storage with hashes and metadata references,The platform shall store screenshots/evidence in encrypted object storage with hashes and metadata references.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
DATA-016,Provide hot/warm/cold/archive storage tiers and lifecycle policies,The platform shall provide hot/warm/cold/archive storage tiers and lifecycle policies.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
DATA-017,"Provide stream-processing layer for alerts, baselines, risk and sequence analytics","The platform shall provide stream-processing layer for alerts, baselines, risk and sequence analytics.",MUST,MUST,Visibility,ADAPT,0,Visibility GA,
DATA-018,Provide idempotent consumers and exactly-once-equivalent business outcomes through deduplication where true exactly-once is unavailable,The platform shall provide idempotent consumers and exactly-once-equivalent business outcomes through deduplication where true exactly-once is unavailable.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
DATA-019,"Provide tenant-level data-quality metrics including late, missing, duplicate and malformed events","The platform shall provide tenant-level data-quality metrics including late, missing, duplicate and malformed events.",MUST,MUST,Visibility,ADAPT,0,Visibility GA,
DATA-020,Provide lineage from derived alert/risk/report metrics back to raw/normalized source events,The platform shall provide lineage from derived alert/risk/report metrics back to raw/normalized source events.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
DATA-021,"Provide query authorization at data-service layer, not only UI layer","The platform shall provide query authorization at data-service layer, not only UI layer.",MUST,MUST,Visibility,ADAPT,0,Visibility GA,
DATA-022,Provide customer export/lakehouse feed in documented normalized schema,The platform shall provide customer export/lakehouse feed in documented normalized schema.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
DATA-023,"Provide migration/version compatibility strategy for agents, APIs, events and models","The platform shall provide migration/version compatibility strategy for agents, APIs, events and models.",MUST,MUST,Visibility,ADAPT,0,Visibility GA,
DATA-024,"Provide synthetic telemetry generator for development, test, demos and regression","The platform shall provide synthetic telemetry generator for development, test, demos and regression.",MUST,MUST,Visibility,ADAPT,0,Visibility GA,
DATA-025,Provide canonical golden investigation datasets for deterministic end-to-end validation,The platform shall provide canonical golden investigation datasets for deterministic end-to-end validation.,MUST,MUST,Visibility,ADAPT,0,Visibility GA,
PLAT-001,Provide cloud SaaS deployment option with strong tenant isolation,The platform shall provide cloud SaaS deployment option with strong tenant isolation.,MUST,COULD,Platform Enterprise,ADAPT,8,Platform Enterprise GA,
PLAT-002,Provide on-premises/private deployment option for regulated customers where product edition supports it,The platform shall provide on-premises/private deployment option for regulated customers where product edition supports it.,MUST,COULD,Platform Enterprise,ADAPT,8,Platform Enterprise GA,
PLAT-003,Provide hybrid architecture allowing endpoint/control/evidence components to meet residency requirements,The platform shall provide hybrid architecture allowing endpoint/control/evidence components to meet residency requirements.,MUST,COULD,Platform Enterprise,ADAPT,8,Platform Enterprise GA,
PLAT-004,"Provide central system-health dashboard for ingestion, queues, databases, search, object storage, model services and integrations","The platform shall provide central system-health dashboard for ingestion, queues, databases, search, object storage, model services and integrations.",MUST,COULD,Platform Enterprise,ADAPT,8,Platform Enterprise GA,
PLAT-005,Provide tenant provisioning and deprovisioning lifecycle with secure key/data handling,The platform shall provide tenant provisioning and deprovisioning lifecycle with secure key/data handling.,MUST,COULD,Platform Enterprise,ADAPT,8,Platform Enterprise GA,
PLAT-006,Provide feature-entitlement/licensing service by user/endpoint/module without blocking collection unpredictably,The platform shall provide feature-entitlement/licensing service by user/endpoint/module without blocking collection unpredictably.,MUST,COULD,Platform Enterprise,ADAPT,8,Platform Enterprise GA,
PLAT-007,Provide audit-friendly license utilization reporting,The platform shall provide audit-friendly license utilization reporting.,MUST,COULD,Platform Enterprise,ADAPT,8,Platform Enterprise GA,
PLAT-008,Provide configurable retention/storage quota forecasting,The platform shall provide configurable retention/storage quota forecasting.,MUST,COULD,Platform Enterprise,ADAPT,8,Platform Enterprise GA,
PLAT-009,"Provide notification service with templates, localization and delivery status","The platform shall provide notification service with templates, localization and delivery status.",MUST,COULD,Platform Enterprise,ADAPT,8,Platform Enterprise GA,
PLAT-010,"Provide job/scheduler service for reports, retention, reconciliation, baselines and maintenance","The platform shall provide job/scheduler service for reports, retention, reconciliation, baselines and maintenance.",MUST,COULD,Platform Enterprise,ADAPT,8,Platform Enterprise GA,
PLAT-011,"Provide background-work queues with retry, backoff, dead-letter and idempotency controls","The platform shall provide background-work queues with retry, backoff, dead-letter and idempotency controls.",MUST,COULD,Platform Enterprise,ADAPT,8,Platform Enterprise GA,
PLAT-012,Provide environment configuration and secrets management through dedicated secret store,The platform shall provide environment configuration and secrets management through dedicated secret store.,MUST,COULD,Platform Enterprise,ADAPT,8,Platform Enterprise GA,
PLAT-013,Provide centralized configuration with versioning and environment promotion,The platform shall provide centralized configuration with versioning and environment promotion.,MUST,COULD,Platform Enterprise,ADAPT,8,Platform Enterprise GA,
PLAT-014,"Provide observability using metrics, structured logs, traces and correlation IDs","The platform shall provide observability using metrics, structured logs, traces and correlation IDs.",MUST,COULD,Platform Enterprise,ADAPT,8,Platform Enterprise GA,
PLAT-015,Provide health/readiness endpoints and dependency checks for services,The platform shall provide health/readiness endpoints and dependency checks for services.,MUST,COULD,Platform Enterprise,ADAPT,8,Platform Enterprise GA,
PLAT-016,Provide safe database/index migrations with backward-compatible rollout strategy,The platform shall provide safe database/index migrations with backward-compatible rollout strategy.,MUST,COULD,Platform Enterprise,ADAPT,8,Platform Enterprise GA,
PLAT-017,"Provide backup, restore and disaster-recovery runbooks with periodic restore tests","The platform shall provide backup, restore and disaster-recovery runbooks with periodic restore tests.",MUST,COULD,Platform Enterprise,ADAPT,8,Platform Enterprise GA,
PLAT-018,Provide support/admin tooling that respects tenant authorization and auditable access,The platform shall provide support/admin tooling that respects tenant authorization and auditable access.,MUST,COULD,Platform Enterprise,ADAPT,8,Platform Enterprise GA,
PLAT-019,Provide localization/timezone framework for global deployments,The platform shall provide localization/timezone framework for global deployments.,MUST,COULD,Platform Enterprise,ADAPT,8,Platform Enterprise GA,
PLAT-020,Provide public status/incident communication capability for SaaS operations,The platform shall provide public status/incident communication capability for SaaS operations.,MUST,COULD,Platform Enterprise,ADAPT,8,Platform Enterprise GA,
NFR-001,Endpoint CPU normal mode,The reference desktop agent in Level 1 metadata mode shall average below 2% CPU on defined benchmark workloads and shall publish p95 measurements.,MUST,MUST,Visibility,SURPASS,0,Visibility GA,
NFR-002,Endpoint memory normal mode,"The reference desktop agent shall target less than 150 MB resident memory in normal metadata mode, with documented exceptions for collectors.",MUST,MUST,Visibility,SURPASS,0,Visibility GA,
NFR-003,Endpoint stability,Agent failure shall not prevent normal endpoint login or ordinary business applications from running.,MUST,MUST,Visibility,SURPASS,0,Visibility GA,
NFR-004,Ingestion freshness,At least 95% of normal telemetry shall become queryable within 30 seconds of receipt under rated load.,MUST,MUST,Visibility,SURPASS,0,Visibility GA,
NFR-005,Critical alert latency,Deterministic critical alerts shall be generated within 60 seconds p95 after the required event set is ingested.,MUST,MUST,Visibility,SURPASS,0,Visibility GA,
NFR-006,Dashboard latency,Common 30-day aggregate dashboards shall respond within 3 seconds p95 for rated tenant sizes.,MUST,MUST,Visibility,SURPASS,0,Visibility GA,
NFR-007,Investigation search latency,Common indexed investigation searches over authorized 30-day scope shall respond within 5 seconds p95.,MUST,SHOULD,Visibility,SURPASS,0,Investigate GA,
NFR-008,Scale,"A production deployment tier shall support at least 100,000 concurrently reporting endpoints and horizontal scale to millions of events per minute through additional partitions/nodes.",MUST,MUST,Visibility,SURPASS,0,Visibility GA,
NFR-009,Availability,Cloud control plane target availability shall be at least 99.9% monthly excluding announced maintenance.,MUST,MUST,Visibility,SURPASS,0,Visibility GA,
NFR-010,RPO control plane,Control-plane transactional data recovery point objective shall be 15 minutes or better.,MUST,SHOULD,Visibility,SURPASS,0,Platform Enterprise GA,
NFR-011,RTO,"Documented service recovery time objective shall be 4 hours or better for severe regional/control-plane incidents, edition dependent.",MUST,SHOULD,Visibility,SURPASS,0,Platform Enterprise GA,
NFR-012,Transport security,All external and inter-service sensitive traffic shall use TLS 1.2+ with TLS 1.3 preferred.,MUST,MUST,Visibility,SURPASS,0,Visibility GA,
NFR-013,Encryption at rest,"Sensitive databases, object evidence, queues and backups shall be encrypted at rest.",MUST,MUST,Visibility,SURPASS,0,Visibility GA,
NFR-014,Tenant isolation,"No tenant shall access another tenant data through UI, API, search, analytics, AI context or support tooling.",MUST,MUST,Visibility,SURPASS,0,Visibility GA,
NFR-015,Secure SDLC,"Services and agents shall use code review, SAST, dependency/SBOM scanning, secret scanning and release signing.",MUST,MUST,Visibility,SURPASS,0,Visibility GA,
NFR-016,Agent signing,All distributed agents/installers/updates shall be signed and verified before execution.,MUST,MUST,Visibility,SURPASS,0,Visibility GA,
NFR-017,Audit immutability,Security/privacy/audit records shall be append-only or tamper-evident with retention controls.,MUST,MUST,Visibility,SURPASS,0,Visibility GA,
NFR-018,Privacy default,New tenants shall have Level 1 metadata monitoring as the default and intrusive collectors disabled.,MUST,MUST,Visibility,SURPASS,0,Visibility GA,
NFR-019,Focused monitoring expiry,Every Level 3 focused policy shall have an expiry; expired policies shall automatically revert.,MUST,MUST,Visibility,SURPASS,0,Visibility GA,
NFR-020,Accessibility,Administrative web application shall target WCAG 2.2 AA.,MUST,SHOULD,Visibility,SURPASS,0,Platform Enterprise GA,
NFR-021,Responsive UI,Primary administrative workflows shall be usable at supported desktop resolutions and key approval/alert workflows on tablet.,MUST,SHOULD,Visibility,SURPASS,0,Platform Enterprise GA,
NFR-022,Browser support,"Admin console shall support current and previous major releases of Chrome, Edge and Firefox; Safari support shall be documented.",MUST,SHOULD,Visibility,SURPASS,0,Platform Enterprise GA,
NFR-023,API compatibility,Breaking API changes shall require a new version and published migration period.,MUST,MUST,Visibility,SURPASS,0,Visibility GA,
NFR-024,Schema compatibility,Event consumers shall accept current and documented prior schema versions during rolling upgrades.,MUST,MUST,Visibility,SURPASS,0,Visibility GA,
NFR-025,Data integrity,Evidence objects shall have cryptographic hashes and integrity verification during export/retrieval.,MUST,MUST,Visibility,SURPASS,0,Visibility GA,
NFR-026,Chain of custody,"Evidence exports shall include manifest, hashes, timestamps, source IDs and export actor.",MUST,MUST,Visibility,SURPASS,0,Visibility GA,
NFR-027,Model explainability,Every production risk factor/model contribution exposed to users shall provide human-readable reason and source evidence references.,MUST,SHOULD,Visibility,SURPASS,0,Investigate GA,
NFR-028,Model reproducibility,Historical risk score shall be reproducible using stored model/rule versions and input references where data retention permits.,MUST,SHOULD,Visibility,SURPASS,0,Investigate GA,
NFR-029,LLM grounding,AI investigation answers shall cite underlying authorized records and label unsupported inference.,MUST,SHOULD,Visibility,SURPASS,0,AI Copilot GA,
NFR-030,No cross-tenant AI training,Customer content shall not train shared models by default.,MUST,SHOULD,Visibility,SURPASS,0,AI Copilot GA,
NFR-031,Data minimization,Collectors shall emit only fields required by enabled policy/capability.,MUST,MUST,Visibility,SURPASS,0,Visibility GA,
NFR-032,Retention enforcement,Expired data shall be purged within configured operational SLA unless held.,MUST,MUST,Visibility,SURPASS,0,Visibility GA,
NFR-033,Legal hold precedence,Legal hold shall prevent governed evidence deletion while recording hold reason/owner.,MUST,MUST,Visibility,SURPASS,0,Visibility GA,
NFR-034,Observability,"All services shall emit health, latency, errors, queue lag and saturation metrics with correlation IDs.",MUST,MUST,Visibility,SURPASS,0,Visibility GA,
NFR-035,Safe rollout,Server and agent releases shall support canary/staged rollout and rollback.,MUST,MUST,Visibility,SURPASS,0,Visibility GA,
NFR-036,Data-quality visibility,Missing/late collector data shall be visible in dashboards and APIs and shall not silently lower risk/productivity metrics as if complete.,MUST,MUST,Visibility,SURPASS,0,Visibility GA,
NFR-037,Localization,"UI dates, times, number formats and supported translations shall be locale aware while stored timestamps remain canonical.",MUST,SHOULD,Visibility,SURPASS,0,Platform Enterprise GA,
NFR-038,Backup security,"Backups shall be encrypted, access controlled, logged and included in retention/erasure processes where applicable.",MUST,SHOULD,Visibility,SURPASS,0,Platform Enterprise GA,
