Issue Type,Summary,Description,Epic Name,Epic Link,Labels,Priority,Requirement ID,Phase,Acceptance Criteria,Component
Story,UAM-FILE-013: Compute cryptographic hashes for configured files/events with size/performance safeguards,"h2. Normative
The platform shall compute cryptographic hashes for configured files/events with size/performance safeguards.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-FILE-013`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-FILE-013
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-05
",,EPIC-P1-05,"phase-1,visibility,uam,req-id,must,uam-file-013",High,UAM-FILE-013,1,Given synthetic fixtures for tenant A; when exercising `UAM-FILE-013`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-FILE
Story,"UAM-FILE-014: Maintain file lineage across rename, move, copy, archive and transfer events when identifiers/hashes permit","h2. Normative
The platform shall maintain file lineage across rename, move, copy, archive and transfer events when identifiers/hashes permit.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-FILE-014`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-FILE-014
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-05
",,EPIC-P1-05,"phase-1,visibility,uam,req-id,must,uam-file-014",High,UAM-FILE-014,1,Given synthetic fixtures for tenant A; when exercising `UAM-FILE-014`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-FILE
Story,UAM-FILE-015: Detect extension manipulation and misleading rename/obfuscation patterns,"h2. Normative
The platform shall detect extension manipulation and misleading rename/obfuscation patterns.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-FILE-015`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-FILE-015
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-05
",,EPIC-P1-05,"phase-1,visibility,uam,req-id,must,uam-file-015",High,UAM-FILE-015,1,Given synthetic fixtures for tenant A; when exercising `UAM-FILE-015`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-FILE
Story,UAM-FILE-016: Detect archive/compression and bulk staging behaviors,"h2. Normative
The platform shall detect archive/compression and bulk staging behaviors.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-FILE-016`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-FILE-016
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-05
",,EPIC-P1-05,"phase-1,visibility,uam,req-id,must,uam-file-016",High,UAM-FILE-016,1,Given synthetic fixtures for tenant A; when exercising `UAM-FILE-016`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-FILE
Story,UAM-FILE-017: Detect unusual file-access volume and velocity against user/peer baselines,"h2. Normative
The platform shall detect unusual file-access volume and velocity against user/peer baselines.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-FILE-017`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-FILE-017
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-05
",,EPIC-P1-05,"phase-1,visibility,uam,req-id,must,uam-file-017",High,UAM-FILE-017,1,Given synthetic fixtures for tenant A; when exercising `UAM-FILE-017`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-FILE
Story,UAM-FILE-018: Detect sensitive-file access followed by exfiltration-channel activity,"h2. Normative
The platform shall detect sensitive-file access followed by exfiltration-channel activity.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-FILE-018`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-FILE-018
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-05
",,EPIC-P1-05,"phase-1,visibility,uam,req-id,must,uam-file-018",High,UAM-FILE-018,1,Given synthetic fixtures for tenant A; when exercising `UAM-FILE-018`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-FILE
Story,UAM-FILE-019: Detect first-time removable storage and unusual removable-media usage,"h2. Normative
The platform shall detect first-time removable storage and unusual removable-media usage.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-FILE-019`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-FILE-019
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-05
",,EPIC-P1-05,"phase-1,visibility,uam,req-id,must,uam-file-019",High,UAM-FILE-019,1,Given synthetic fixtures for tenant A; when exercising `UAM-FILE-019`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-FILE
Story,UAM-FILE-020: Record removable-device vendor/product/serial identifiers where OS permissions provide them,"h2. Normative
The platform shall record removable-device vendor/product/serial identifiers where OS permissions provide them.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-FILE-020`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-FILE-020
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-05
",,EPIC-P1-05,"phase-1,visibility,uam,req-id,must,uam-file-020",High,UAM-FILE-020,1,Given synthetic fixtures for tenant A; when exercising `UAM-FILE-020`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-FILE
Story,"UAM-FILE-021: Classify destination as local, removable, network, approved cloud, unsanctioned cloud, webmail or other transfer channel","h2. Normative
The platform shall classify destination as local, removable, network, approved cloud, unsanctioned cloud, webmail or other transfer channel.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-FILE-021`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-FILE-021
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-05
",,EPIC-P1-05,"phase-1,visibility,uam,req-id,must,uam-file-021",High,UAM-FILE-021,1,Given synthetic fixtures for tenant A; when exercising `UAM-FILE-021`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-FILE
Story,"UAM-FILE-022: Integrate sensitive-information type, sensitivity label and classification metadata when available","h2. Normative
The platform shall integrate sensitive-information type, sensitivity label and classification metadata when available.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-FILE-022`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-FILE-022
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-05
",,EPIC-P1-05,"phase-1,visibility,uam,req-id,must,uam-file-022",High,UAM-FILE-022,1,Given synthetic fixtures for tenant A; when exercising `UAM-FILE-022`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-FILE
Story,UAM-FILE-023: Allow file/path exclusions and minimization policies,"h2. Normative
The platform shall allow file/path exclusions and minimization policies.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-FILE-023`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-FILE-023
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-05
",,EPIC-P1-05,"phase-1,visibility,uam,req-id,must,uam-file-023",High,UAM-FILE-023,1,Given synthetic fixtures for tenant A; when exercising `UAM-FILE-023`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-FILE
Story,UAM-FILE-024: Allow file-transfer warn/block controls for supported channels and elevated-risk states,"h2. Normative
The platform shall allow file-transfer warn/block controls for supported channels and elevated-risk states.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-FILE-024`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-FILE-024
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-05
",,EPIC-P1-05,"phase-1,visibility,uam,req-id,must,uam-file-024",High,UAM-FILE-024,1,Given synthetic fixtures for tenant A; when exercising `UAM-FILE-024`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-FILE
Story,UAM-FILE-025: Preserve event-source and collector confidence/coverage metadata,"h2. Normative
The platform shall preserve event-source and collector confidence/coverage metadata.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-FILE-025`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-FILE-025
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-05
",,EPIC-P1-05,"phase-1,visibility,uam,req-id,must,uam-file-025",High,UAM-FILE-025,1,Given synthetic fixtures for tenant A; when exercising `UAM-FILE-025`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-FILE
Story,UAM-FILE-026: Expose file lineage graph in investigations,"h2. Normative
The platform shall expose file lineage graph in investigations.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-FILE-026`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-FILE-026
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-05
",,EPIC-P1-05,"phase-1,visibility,uam,req-id,must,uam-file-026",High,UAM-FILE-026,1,Given synthetic fixtures for tenant A; when exercising `UAM-FILE-026`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-FILE
Story,"UAM-FILE-027: Expose file activity in global search using filename, path, hash, extension, destination, user and device filters","h2. Normative
The platform shall expose file activity in global search using filename, path, hash, extension, destination, user and device filters.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-FILE-027`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-FILE-027
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-05
",,EPIC-P1-05,"phase-1,visibility,uam,req-id,must,uam-file-027",High,UAM-FILE-027,1,Given synthetic fixtures for tenant A; when exercising `UAM-FILE-027`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-FILE
Story,UAM-FILE-028: Support high-volume aggregation views that do not require loading every raw event,"h2. Normative
The platform shall support high-volume aggregation views that do not require loading every raw event.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-FILE-028`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-FILE-028
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-05
",,EPIC-P1-05,"phase-1,visibility,uam,req-id,must,uam-file-028",High,UAM-FILE-028,1,Given synthetic fixtures for tenant A; when exercising `UAM-FILE-028`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-FILE
Story,UAM-FILE-029: Support legal-hold preservation for selected file events/evidence,"h2. Normative
The platform shall support legal-hold preservation for selected file events/evidence.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-FILE-029`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-FILE-029
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-05
",,EPIC-P1-05,"phase-1,visibility,uam,req-id,must,uam-file-029",High,UAM-FILE-029,1,Given synthetic fixtures for tenant A; when exercising `UAM-FILE-029`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-FILE
Story,"UAM-FILE-030: Support secure evidence export with hashes, manifest and chain-of-custody metadata","h2. Normative
The platform shall support secure evidence export with hashes, manifest and chain-of-custody metadata.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-FILE-030`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-FILE-030
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-05
",,EPIC-P1-05,"phase-1,visibility,uam,req-id,must,uam-file-030",High,UAM-FILE-030,1,Given synthetic fixtures for tenant A; when exercising `UAM-FILE-030`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-FILE
Story,UAM-NET-001: Capture application/process network connection metadata where supported,"h2. Normative
The platform shall capture application/process network connection metadata where supported.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-NET-001`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-NET-001
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-06
",,EPIC-P1-06,"phase-1,visibility,uam,req-id,must,uam-net-001",High,UAM-NET-001,1,Given synthetic fixtures for tenant A; when exercising `UAM-NET-001`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-NET
Story,"UAM-NET-002: Capture remote domain/host, remote IP, port, protocol and connection timing","h2. Normative
The platform shall capture remote domain/host, remote IP, port, protocol and connection timing.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-NET-002`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-NET-002
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-06
",,EPIC-P1-06,"phase-1,visibility,uam,req-id,must,uam-net-002",High,UAM-NET-002,1,Given synthetic fixtures for tenant A; when exercising `UAM-NET-002`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-NET
Story,UAM-NET-003: Capture bytes sent and received where supported without packet-content collection by default,"h2. Normative
The platform shall capture bytes sent and received where supported without packet-content collection by default.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-NET-003`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-NET-003
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-06
",,EPIC-P1-06,"phase-1,visibility,uam,req-id,must,uam-net-003",High,UAM-NET-003,1,Given synthetic fixtures for tenant A; when exercising `UAM-NET-003`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-NET
Story,"UAM-NET-004: Associate network events with user, device, process/application and session","h2. Normative
The platform shall associate network events with user, device, process/application and session.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-NET-004`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-NET-004
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-06
",,EPIC-P1-06,"phase-1,visibility,uam,req-id,must,uam-net-004",High,UAM-NET-004,1,Given synthetic fixtures for tenant A; when exercising `UAM-NET-004`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-NET
Story,"UAM-NET-005: Classify destinations by corporate, approved SaaS, personal cloud, risky/malicious, unknown or other configured categories","h2. Normative
The platform shall classify destinations by corporate, approved SaaS, personal cloud, risky/malicious, unknown or other configured categories.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-NET-005`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-NET-005
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-06
",,EPIC-P1-06,"phase-1,visibility,uam,req-id,must,uam-net-005",High,UAM-NET-005,1,Given synthetic fixtures for tenant A; when exercising `UAM-NET-005`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-NET
Story,UAM-NET-006: Detect unusual outbound volume/velocity relative to user and peer baseline,"h2. Normative
The platform shall detect unusual outbound volume/velocity relative to user and peer baseline.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-NET-006`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-NET-006
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-06
",,EPIC-P1-06,"phase-1,visibility,uam,req-id,must,uam-net-006",High,UAM-NET-006,1,Given synthetic fixtures for tenant A; when exercising `UAM-NET-006`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-NET
Story,UAM-NET-007: Detect new/rare destination relationships and first-seen external endpoints,"h2. Normative
The platform shall detect new/rare destination relationships and first-seen external endpoints.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-NET-007`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-NET-007
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-06
",,EPIC-P1-06,"phase-1,visibility,uam,req-id,must,uam-net-007",High,UAM-NET-007,1,Given synthetic fixtures for tenant A; when exercising `UAM-NET-007`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-NET
Story,"UAM-NET-008: Correlate network connections with file-transfer, browser, application and alert events","h2. Normative
The platform shall correlate network connections with file-transfer, browser, application and alert events.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-NET-008`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-NET-008
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-06
",,EPIC-P1-06,"phase-1,visibility,uam,req-id,must,uam-net-008",High,UAM-NET-008,1,Given synthetic fixtures for tenant A; when exercising `UAM-NET-008`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-NET
Story,UAM-NET-009: Support network-context indicators such as corporate LAN/VPN/off-network without invasive packet capture,"h2. Normative
The platform shall support network-context indicators such as corporate LAN/VPN/off-network without invasive packet capture.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-NET-009`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-NET-009
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-06
",,EPIC-P1-06,"phase-1,visibility,uam,req-id,must,uam-net-009",High,UAM-NET-009,1,Given synthetic fixtures for tenant A; when exercising `UAM-NET-009`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-NET
Story,UAM-NET-010: Detect remote-access and tunneling/tool usage through application and destination intelligence where observable,"h2. Normative
The platform shall detect remote-access and tunneling/tool usage through application and destination intelligence where observable.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-NET-010`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-NET-010
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-06
",,EPIC-P1-06,"phase-1,visibility,uam,req-id,must,uam-net-010",High,UAM-NET-010,1,Given synthetic fixtures for tenant A; when exercising `UAM-NET-010`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-NET
Story,"UAM-NET-011: Expose network activity in user timeline, risk analysis and global search","h2. Normative
The platform shall expose network activity in user timeline, risk analysis and global search.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `UAM-NET-011`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: UAM-NET-011
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P1-06
",,EPIC-P1-06,"phase-1,visibility,uam,req-id,must,uam-net-011",High,UAM-NET-011,1,Given synthetic fixtures for tenant A; when exercising `UAM-NET-011`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,UAM-NET
